Map Name	Start Coords	Goal Coords	Heuristic	Path Found	Precalc Time	Solve Time	Total Time	Path Length (Nodes)	Path Length (Distance)	Analyzed	Allocated	Memory (B)	Goal Bounding	Cost Overwrite	Error Margin
AR0012SR	(18x40)	(33x39)	Dijkstra	True	46,69628	0,08103	46,77731	15	17,07107	13	27	814293	10	True	30%
AR0012SR	(18x40)	(33x39)	Manhattan	True	46,2099	0,08796	46,29786	15	17,07107	18	34	814461	---	---	---
AR0012SR	(18x40)	(33x39)	Manhattan	True	43,36976	0,23421	43,60397	15	17,07107	13	27	814293	2,5	False	---
AR0012SR	(18x40)	(33x39)	Manhattan	True	44,64025	0,07478	44,71503	15	17,07107	13	27	814293	5	False	---
AR0012SR	(18x40)	(33x39)	Manhattan	True	47,28641	0,08505999	47,37147	15	17,07107	12	26	814269	7,5	False	---
AR0012SR	(18x40)	(33x39)	Manhattan	True	43,50795	0,07064001	43,57859	15	17,07107	12	26	814269	10	False	---
AR0012SR	(18x40)	(33x39)	Manhattan	True	47,05195	0,0748	47,12675	15	17,07107	13	27	814293	2,5	True	0%
AR0012SR	(18x40)	(33x39)	Manhattan	True	48,3285	0,08659001	48,41509	15	17,07107	13	27	814293	2,5	True	10%
AR0012SR	(18x40)	(33x39)	Manhattan	True	46,37387	0,07421	46,44808	15	17,07107	13	27	814293	2,5	True	20%
AR0012SR	(18x40)	(33x39)	Manhattan	True	46,85816	0,07352	46,93168	15	17,07107	13	27	814293	2,5	True	30%
AR0012SR	(18x40)	(33x39)	Manhattan	True	48,72858	0,07546	48,80404	15	17,07107	13	27	814293	5	True	0%
AR0012SR	(18x40)	(33x39)	Manhattan	True	46,32407	0,08345	46,40752	15	17,07107	13	27	814293	5	True	10%
AR0012SR	(18x40)	(33x39)	Manhattan	True	46,51846	0,07691	46,59537	15	17,07107	13	27	814293	5	True	20%
AR0012SR	(18x40)	(33x39)	Manhattan	True	48,18584	0,08701001	48,27285	15	17,07107	13	27	814293	5	True	30%
AR0012SR	(18x40)	(33x39)	Manhattan	True	47,02483	0,07388999	47,09872	15	17,07107	12	26	814269	7,5	True	0%
AR0012SR	(18x40)	(33x39)	Manhattan	True	47,57967	0,08095001	47,66062	15	17,07107	12	26	814269	7,5	True	10%
AR0012SR	(18x40)	(33x39)	Manhattan	True	47,00813	0,07826	47,08638	15	17,07107	12	26	814269	7,5	True	20%
AR0012SR	(18x40)	(33x39)	Manhattan	True	47,96117	0,07714	48,03831	15	17,07107	12	26	814269	7,5	True	30%
AR0012SR	(18x40)	(33x39)	Manhattan	True	51,62819	0,08447	51,71265	15	17,07107	12	26	814269	10	True	0%
AR0012SR	(18x40)	(33x39)	Manhattan	True	51,22872	0,08348	51,3122	15	17,07107	12	26	814269	10	True	10%
AR0012SR	(18x40)	(33x39)	Manhattan	True	56,72404	0,08495	56,80899	15	17,07107	12	26	814269	10	True	20%
AR0012SR	(18x40)	(33x39)	Manhattan	True	58,3189	0,10144	58,42034	15	17,07107	12	26	814269	10	True	30%
